SentenceId,EpisodeId,Season,Episode,Sentence
15865,53,3,9,"Lily: All right,we have a turkey."
15866,53,3,9,"Marshall: Yeah, we do."
15867,53,3,9,Lily: Isn't this exciting? Our first Thanksgiving together as a group.
15868,53,3,9,"Marshall: Yeah, this is gonna be the best Slapsgiving ever."
15869,53,3,9,Barney: What?
15870,53,3,9,Marshall: I said this is going to be the best Thanksgiving ever.
15871,53,3,9,"Ted: yeah, this is going to be great. Just the five of us, right?"
15872,53,3,9,"Robin: Oh, uh, that reminds me, I invited Bob."
15873,53,3,9,"Lily: Bob? You've been on, like, three dates with that guy. We haven't even met him."
15874,53,3,9,"Robin: Well, he didn't have anywhere else to go, and I didn't know what to say. Is it really that big a deal?"
15875,53,3,9,"Lily: Yes. This is our first Thanksgiving. 30 years from now, we're going to look at the photos and say, ""Oh, there's the four people I love most in the world... and Bob."""
15876,53,3,9,"Robin: I'm sorry,sometimes I forget how seriously you guys take American Thanksgiving. Real thanksgiving happened over a month ago."
15877,53,3,9,"Barney: I'm sorry. Did you just say Canadian Thanksgiving was and I'm quoting,""the real Thanksgiving""? What do Canadians even have to celebrate about?"
15878,53,3,9,Robin: Canadian Thanksgiving celebrates explorer martin frobisher's valiant yet ultimately unsuccessful attempt to find the northwest passage.
15879,53,3,9,Barney: Why are you guys even a country?
15880,53,3,9,"Marshall: Oh, hey, by the way, if anyone wants to come over early thursday, we can watch the Slapsgiving day parade."
15881,53,3,9,"Barney: Well, there, you said it again."
15882,53,3,9,Marshall: Said what?
15883,53,3,9,Barney: Slapsgiving.
15884,53,3,9,"Marshall: Oh, I guess I did. You know why? I've invented a new holiday: Slapsgiving. It's the one day we set aside each year to gather together and give slaps."
15885,53,3,9,"Ted from 2030: I should explain. Kids, you remember the slap bet a year earlier, Marshall made a bet with Barney and won the right to slap him five times. He had already used the first and the second. But Marshall had something special in store for the third."
15886,53,3,9,[FLASHBACK]
15887,53,3,9,(There's a countdown on a computer screen)
15888,53,3,9,"Marshall, on the phone with Barney: slapcountdown.com."
15889,53,3,9,Barney: no.
15890,53,3,9,[END OF FLASHBACK]
15891,53,3,9,"Barney: No, no. The countdown ends at 3:00 p.m., the day after Thanksgiving. I counted it out."
15892,53,3,9,Ted: How many days are in october?
15893,53,3,9,"Barney: Uh, thirty."
15894,53,3,9,"Ted: Dude, I thought we cleared this up last year."
15895,53,3,9,[FLASHBACK]
15896,53,3,9,"Barney, with a funny accent: I like Halloween very much. Is nice."
15897,53,3,9,Ted: Is also tomorrow.
15898,53,3,9,Barney: Damn it!
15899,53,3,9,[END OF FLASHBACK]
15900,53,3,9,"Barney: Wait, you're gonna slap me on Thanksgiving?"
15901,53,3,9,Marshall: Slapsgiving.
15902,53,3,9,"Barney: That's not allowed. Lily, you're the slap bet commissioner, is that allowed?"
15903,53,3,9,"Lily: The hostess in me who's using her wedding china for the first time wants to say hell, no, but yeah, I 'm going to allow it."
15904,53,3,9,"Barney: Well, you know what? If you're trying to freak me out about spending Thanksgiving..."
15905,53,3,9,Marshall: Slapsgiving.
15906,53,3,9,"Barney:...at your place, then you failed. Truth is, I'm not scared."
15907,53,3,9,Marhall: Really?
15908,53,3,9,"Barney: Right. Cause you blew it. The worst part about getting slapped is not knowing when it's going to happen. But now I know exactly when I'm gonna get slapped. So, you took all the suspense out. You showed your hand."
15909,53,3,9,"Marshall: And thursday at 3:01 p.m., your face is going to show my hand."
15910,53,3,9,"Robin: Oh, there's Bob! By the way, heads up, he's a little bit older than us."
15911,53,3,9,Ted: How old is he?
15912,53,3,9,"Robin: He's forty-one. Hey, bob! Over here!"
15913,53,3,9,"Ted from 2030: Okay, kids, the truth is, Bob probably looked like this."
15914,53,3,9,(A fortyish-looking kind of man enters the bar)
15915,53,3,9,"Bob: Hey, sweetie."
15916,53,3,9,Robin: Hi.
15917,53,3,9,Ted from 2030: But when your ex is dating someone new your mind tends to accentuate their flaws. This is how I saw bob.
15918,53,3,9,(Bob looks now like an eighty-years-old man)
15919,53,3,9,"Bob: Hey, dudes,what's crackin'?."
15920,53,3,9,"Ted: Hey, man, how are you?"
15921,53,3,9,Bob: Good to meet you. Sorry I'm late. I just got off the phone with my parents.
15922,53,3,9,Ted: Parents?
15923,53,3,9,"Bob: They were totally on my case: ""What are you gonna do with your life? You're forty-one."" and I'm like, ""Chillax, snowboarding is a legit career. you ought to be stoked I found my bliss."" and speaking of bliss,sugar me, baby. ( Robin and Bob kiss)"
15924,53,3,9,Robin: Let's go get a drink.
15925,53,3,9,(Bob and Robin goes away)
15926,53,3,9,Ted: Unbelievable. Robin is dating Orville Redenbacher.
15927,53,3,9,Lily: What are you talking about? He's forty-one.he looks great.
15928,53,3,9,"Marshall: Yeah, du he's in pretty good shape. He could probably kick your ass."
15929,53,3,9,"Ted: How are you guys not seeing this? He's 150; Robin's 27. Barney, come on,what do you got?"
15930,53,3,9,Barney: Nothing but respect for that man.
15931,53,3,9,"Lily: Oh, by the way, we're all baking pies at robin's tomorrow. Marshall can't be trusted in the apartment with pies overnight."
15932,53,3,9,"Marshall: For the millionth time, sleep-eating is a very serious and delicious medical condition."
15933,53,3,9,"Ted: Hey, uh, what time are you guys going to robin's?"
15934,53,3,9,Lily: 7:30.
15935,53,3,9,"Ted: Perfect. Just to be safe, I'll get there like 8:00, 8:30."
15936,53,3,9,At Robin's
15937,53,3,9,Ted: Sorry I'm late. Where are Marshall and Lily?
15938,53,3,9,"Robin: Uh, they just called. They're both super swamped preparing for tomorrow."
15939,53,3,9,Ted: Is Bob coming?
15940,53,3,9,"Robin: No, he went to see green day."
15941,53,3,9,Ted: So it's...
15942,53,3,9,Ted and Robin:...just the two of us.
15943,53,3,9,Robin: Making pies.
15944,53,3,9,Ted: Pies. They're things that friends make together.
15945,53,3,9,"Robin: Yeah, they do."
15946,53,3,9,Ted: Great.
15947,53,3,9,Robin: Yeah.
15948,53,3,9,"Ted: Great. Well, this is great. It'll give us a chance to catch up."
15949,53,3,9,Robin: Yeah.
15950,53,3,9,"Ted: I'm going to make a phone call. (On the phone with Barney who is at the Bar) Hey, it's me. listen, you have to come over here and make pies."
15951,53,3,9,"Barney: Yeah, I'll be there, absolutely."
15952,53,3,9,"Ted: Oh, awesome, you're a lifesaver. It's still kind of weird being alone with Robin, but if you were here..."
15953,53,3,9,"Barney: Hey, say no more. I mean, when I pulled you out of that burning wreckage, I wasn't doing it to have a battleship named after me. But if you insist, yes, I'll be there for the christening."
15954,53,3,9,"Ted: You're hitting on someone right now, aren't you?"
15955,53,3,9,"Barney: No, I'm not going to wear the medal of honor. That would just be tacky."
15956,53,3,9,Ted: So you're not coming to make pies.
15957,53,3,9,"Barney: No, no. Thank you, mr. President. (He hungs up) Sorry."
15958,53,3,9,At the appartment
15959,53,3,9,"Ted from 2030: After a very long night, it was finally the big holiday. Sorry, the two big holidays."
15960,53,3,9,"Lily: Oh, marshall, are you working on the cranberry sauce?"
15961,53,3,9,"Marshall: In a minute, baby. I've only got so many hands. You see what I got going on here? They're turkeys, but they're also hands, because later, we're going to eat turkey... and then i'm going to slap you in your face."
15962,53,3,9,"Barney: Please, you took out all the suspense. In a horror movie, the killer does not grab a bullhorn and announce, ""Attention unsupervised teens here at the lake house: at precisely 3:00 a.m., I'm gonna jump out of that closet right there and hack you all up with a machete. P.S. fire is my one weakness."""
15963,53,3,9,"(Someone is knocking on the door, Ted opens it)"
15964,53,3,9,"Robin: Hey, ted."
15965,53,3,9,"Ted: Hey, happy Thanksgiving."
15966,53,3,9,"Robin: You, too. Is lily in the kitchen?"
15967,53,3,9,Ted: yep.
15968,53,3,9,Robin: Great.
15969,53,3,9,Ted: Marshall?
15970,53,3,9,Robin: Lily?
15971,53,3,9,Ted and Robin: Something really weird happened last night.
15972,53,3,9,Marshall: What do you mean something weird happened last night?
15973,53,3,9,"Ted: You may not realize this, but since we broke up, Robin and I have never really been alone together."
15974,53,3,9,[FLASHBACK]
15975,53,3,9,"Ted: So we're in the kitchen, starting on the pies, and we realize, we don't have a damn thing to say to each other."
15976,53,3,9,[END OF FLASHBACK]
15977,53,3,9,"Ted: I mean, you can't talk about how close you used to be. You can't talk about how close you're not now. You just feel like everything you say is gonna make things worse."
15978,53,3,9,"Barney: Exactly. And you know why? Because you don't want to hurt someone you really care about, especially around the holidays. I mean, what decent human being would want to cause any kind of emotional or physical pain..."
15979,53,3,9,Marshall: You're still getting slapped.
15980,53,3,9,"Ted: I wanted to leave, but i couldn't stick her with making all the pies by herself. She was exhausted."
15981,53,3,9,Robin: I yawned like a million times trying to get him to leave.
15982,53,3,9,"Lily: Yeah, some people just can't take a hint. By the way, I'm really swamped in here."
15983,53,3,9,Robin: I kept looking at the clock and sighing... totally clueless.
15984,53,3,9,"Lily: Uh-huh. I'm not sure I have time to mash those potatoes, you're standing right next to."
15985,53,3,9,Robin: And then Ted does the thing that he always does when there's an awkward silence.
15986,53,3,9,"Lily: Yep. masher's right there, next to the pot."
15987,53,3,9,Robin: He panics and says the first thing that pops into his head.
15988,53,3,9,[FLASHBACK]
15989,53,3,9,"Robin: Hey, did you know that the first pies in recorded history came from Ancient Egypt?"
15990,53,3,9,"Ted: Remember last year's Thanksgiving, when we had s*x seven times?"
15991,53,3,9,[END OF FLASHBACK]
15992,53,3,9,Barney: Ooh. terrible.
15993,53,3,9,Ted: What?! I thought it would break the ice.
15994,53,3,9,Robin: I'd already broken the ice with my cool pie fact. then he makes it ten times more awkward.
15995,53,3,9,Lily: How do you respond to something like that?
15996,53,3,9,[FLASHBACK]
15997,53,3,9,Robin: Did you know that the egyptian pyramids can be seen from space? Probably?
15998,53,3,9,"Ted: Ooh, the oven's pre-heated!"
15999,53,3,9,"Robin: Okay, um... the pecan pie is gonna take the longest. Why don't we put that one in first?"
16000,53,3,9,Ted: Pecan pie? Why are we making that?
16001,53,3,9,"Robin: Um, it's my favorite."
16002,53,3,9,Ted: You're allergic.
16003,53,3,9,Robin: I know. I just like smelling it. It's like eating with your nose.
16004,53,3,9,Ted: So we're making a pie for Bob.
16005,53,3,9,Robin: Yeah.
16006,53,3,9,[END OF FLASHBACK]
16007,53,3,9,Barney: She's got you making pies for this guy?
16008,53,3,9,Ted: Yeah.
16009,53,3,9,Marshall: That is a real slap in the face.
16010,53,3,9,[FLASHBACK]
16011,53,3,9,"Ted: You know, you could have just told me it was for Bob."
16012,53,3,9,"Robin: Yeah, I-I just thought it might upset you."
16013,53,3,9,Ted: Upset me? Wait a second. Do you think that......Do you think that I'm jealous of Bob?
16014,53,3,9,Robin: I don't know. Is it so ridiculous to think that you might be?
16015,53,3,9,Ted: Yes.
16016,53,3,9,Robin: Why?
16017,53,3,9,Ted: Because he's a thousand years old.
16018,53,3,9,[END OF FLASHBACK]
16019,53,3,9,"Lily: No, Ted! What are you doing?"
16020,53,3,9,Robin: Right?
16021,53,3,9,[FLASHBACK]
16022,53,3,9,"Ted: The only reason I'm jealous of Bob is that we can only talk about the first Thanksgiving,"
16023,53,3,9,Robin: Come on.
16024,53,3,9,Ted: The only reason I'm jealous of Bob is because I heard noah gave him shotgun in the ark.
16025,53,3,9,Robin: Ted...
16026,53,3,9,"Ted: The only reason I'm jealous of Bob is that I'm just an architect, but he discovered fire. How do you top that?"
16027,53,3,9,Robin: He's 41! Why are you bashing on him so hard?
16028,53,3,9,Ted: I'm not. I'm just joking around. That's what friends do.
16029,53,3,9,Robin: It's mean.
16030,53,3,9,"Ted: Well, how come we're all allowed to bust on barney when he dates some skanktron, but when you sleep with the crypt keeper's dad, I'm not allowed to say a word?"
16031,53,3,9,"Robin: First of all, Bob and I are not sleeping together. We're just dating. Secondly, have I said one word about the parade of dubious conquests you've been marching past me the last few months? One of whom got you a butterfly tattoo?"
16032,53,3,9,"Ted: Hey, that is..."
16033,53,3,9,Robin: And if you and I are such good friends... why is baking a pie for Bob so weird?
16034,53,3,9,"Ted: Yeah, if you and i are such good friends, why couldn't you just tell me that's what we were doing? Okay, maybe we should talk about this later. I-I should get going."
16035,53,3,9,"Robin: Well, what are we doing? It's Thanksgiving."
16036,53,3,9,Ted: I don't know. I'm sorry. This is stupid.
16037,53,3,9,"Robin: I'm sorry, too. Of course we're friends. I'm glad we're friends."
16038,53,3,9,"Ted: me, too."
16039,53,3,9,(They hug and then kiss)
16040,53,3,9,[END OF FLASHBACK]
16041,53,3,9,"Lily, Marshall and Barney: You guys slept together last night?"
16042,53,3,9,Lily: That is a terrible idea!
16043,53,3,9,Marshall: Horrible idea.
16044,53,3,9,"Barney: Relapse five! That's where we high-five, then it's awkward for a little bit... and then we high-five again!"
16045,53,3,9,Lily: What the hell were you doing? Let's review: you and Ted broke up six months ago. You're dating another man...
16046,53,3,9,"Robin: You are correct, Sir."
16047,53,3,9,Lily:...who's coming to my thanksgiving today...
16048,53,3,9,Robin: That is a truth-fact.
16049,53,3,9,Lily:...an event Ted is also attending.
16050,53,3,9,Robin: kablammo.
16051,53,3,9,Lily: Why are you trying to destroy American Thanksgiving?!
16052,53,3,9,"Robin: Oh, Lily, it's not as bad as it sounds. Bob and I aren't that serious, and what happened last night with Ted was a fluke."
16053,53,3,9,"Lily: Well, did you guys at least talk about it?"
16054,53,3,9,[FLASHBACK]
16055,53,3,9,Ted:: There's office material...
16056,53,3,9,Robin: I hear something burning...
16057,53,3,9,[END OF FLASHBACK]
16058,53,3,9,"Ted: Clearly, we need to ignore this."
16059,53,3,9,"Robin: Clearly, we need to talk about this."
16060,53,3,9,Ted and Robin: You know? to save the friendship.
16061,53,3,9,Robin: We need to talk.
16062,53,3,9,Ted: Stuffed mushroom?
16063,53,3,9,Robin: We need to talk about last night.
16064,53,3,9,Ted: Did you know that some mushrooms are carnivorous? Probably... not?
16065,53,3,9,"Robin: Ted, can we please just deal with this? Look, I'm not mad. I just think..."
16066,53,3,9,"Ted: Wait, wait, wait, wait. why would you be mad... you started it?"
16067,53,3,9,Robin: What?! you're crazy!
16068,53,3,9,"Ted: We called a truce, we hugged, and when I tried to pull away, you kept your hand on my neck."
16069,53,3,9,Robin: Only because your hand was still around my waist.
16070,53,3,9,"Ted: Oh, come on! You leaned into it."
16071,53,3,9,Robin: I... leaned into it?
16072,53,3,9,"Ted: Yeah. You're like the crappy kid in little league who knows he's not going to make contact, so he just...""Oops, I got hit by the pitch. Better take my base."""
16073,53,3,9,"Robin: Oh, that was you in little league, wasn't it?"
16074,53,3,9,Ted: My on-base percentage was off the charts!
16075,53,3,9,(Ted drops a plate full of appetizers)
16076,53,3,9,"Marshall: Oh, no! The slap-petizers."
16077,53,3,9,"Lily: You know what? That's it! This is Thanksgiving. Solve this right now. And if you have s*x again, neither of you gets dessert! Oh, what the hell kind of Thanksgiving is this anyway?"
16078,53,3,9,"Barney: Um, most Thanksgivings."
16079,53,3,9,"Marshall: Don't stress, baby. I'll try to find us something relaxing."
16080,53,3,9,"Lily: Thanks, baby. Ooh, some classical music, maybe."
16081,53,3,9,
16082,53,3,9,(The count-down appears on the computer screen)
16083,53,3,9,"Marshall: Oh, my! Look at that. That means we're in the final hour of the countdown."
16084,53,3,9,Barney: I'm not scared.
16085,53,3,9,"Marshall: Then why is your right cheek twitching? It's not... maybe it's because future me slaps future you so hard, it reverberates back to the present, shattering the time-slap continuum."
16086,53,3,9,Barney: Please don't slap me.
16087,53,3,9,"Marshall: I'm sorry, what?"
16088,53,3,9,"Barney: Oh, God! don't slap me again! I don't want to get slapped again, and the first two times hurt so bad, I don't like it! I don't like it one bit!"
16089,53,3,9,"Marshall: I thought I ruined it by putting a clock on it, Barney?"
16090,53,3,9,"Barney: Well, you didn't ruin it; you made it so much worse! I can't eat. I can't sleep. I've lost ten pounds; my suits are wearing me. You know what? I'm outta here."
16091,53,3,9,"Marshall: Well, no, no, no. you can't leave."
16092,53,3,9,"Barney: Why can't I?! Nowhere in the rules does it say that I have to sit through sort of mental torture! You are allowed to slap my face, Sir, but you are not allowed to slap my mind! Good day!"
16093,53,3,9,Marshall: But it's Slapsgiving.
16094,53,3,9,"Lily: No! It's not! It's Thanksgiving! Our first one as a married couple, as grownups and you're not even trying to be a part of it! None of you are! So... as slap bet commissioner, I'm issuing a ruling. Thanksgiving is a day of peace. There will be no slaps today!"
16095,53,3,9,Marshall: What?!
16096,53,3,9,Barney: Yes! In your face! Not my face... your face!
16097,53,3,9,(Bob arrives)
16098,53,3,9,"Bob: What's up, dudes?"
16099,53,3,9,"All: Hey, bob."
16100,53,3,9,"Marshall: Baby,please... -no!"
16101,53,3,9,"Lily: The slap bet commissioner's word is final, so get in the kitchen and mash some potatoes, now. And for the rest of the day, we are going to enjoy a civilized, grownup holiday."
16102,53,3,9,"Bob: Not too grownup. I made jell-o shots. We're gonna get silly, bitches."
16103,53,3,9,In Ted's room
16104,53,3,9,"Robin: Look at us! We can't be alone together, can we?"
16105,53,3,9,Ted: Apparently not.
16106,53,3,9,Robin: What does that mean? We're supposed to be friends.
16107,53,3,9,"Ted: We aren't friends, are we? Not really. We avoid each other. We smile politely. We're two people who pretend to be friends because it would be inconvenient not to."
16108,53,3,9,"Robin: Well, maybe we should stop pretending."
16109,53,3,9,Ted: Maybe we should.
16110,53,3,9,Robin: So... what do we do now?
16111,53,3,9,Ted: I suppose... we eat dinner. And then that's it.
16112,53,3,9,Robin: Okay.
16113,53,3,9,(Robin leaves the room)
16114,53,3,9,Ted: Happy Thanksgiving.
16115,53,3,9,(Ted leaves the room too)
16116,53,3,9,At diner
16117,53,3,9,"Ted from 2030: So we sat down to our first Thanksgiving together as a group...and, apparently, our last."
16118,53,3,9,"Barney: Marshall, you're not eating. Did something spoil your slap-petite?"
16119,53,3,9,"Marshall: No, i just thought...before we eat, maybe the chef would like to say a few words."
16120,53,3,9,Lily: Nope. This sucks. Eat up and leave.
16121,53,3,9,"Marshall: Well, then, I'd like to say something. If that's cool? Um... today, Lily did something great. Not only did she gather us all here together and cook a delicious meal, but she also started a new tradition. We're gonna do this again next year, and the year after that... maybe for the rest of our lives. I think that's pretty amazing if you think about it. And it's all thanks to you,Lily. I love you. So, to the first of many Thanksgivings together."
16122,53,3,9,"Bob: This is rad! A nice, small,simple Thanksgiving. I'm the youngest of ten in my family, so our Thanksgiving is a mess. All the yelling and the screaming..."
16123,53,3,9,Ted from 2030: And then a funny thing happened...
16124,53,3,9,Bob: It's really a major buzz-kill.
16125,53,3,9,Ted and Robin: Major buzz-kill.
16126,53,3,9,"Lily: Oh, no..."
16127,53,3,9,Barney: I thought we were done with that?
16128,53,3,9,Robin: I guess we're not.
16129,53,3,9,Ted: Guess we're not.
16130,53,3,9,"Ted from 2030: You see kids, friendship is an involuntary reflex... It just happens,you can't help it. That first Thanksgiving turned out to be a wonderful dinner with the four people I love most in the world... and Bob and it did become a tradition. That's why every year,we go to aunt Lily and uncle Marshall's for Thanksgiving."
16131,53,3,9,"Barney: Hey, check it out! We're in the last 20 seconds of Marshall's countdown to nothing."
16132,53,3,9,"Lily: Barney, put it away."
16133,53,3,9,"Barney: How does it feel, Marshall,to sit there, impotently... your large, flaccid hand,just dangling in the wind?"
16134,53,3,9,Voice: The slap will occur in ten..
16135,53,3,9,"Barney: Ooh, classy touch, dude. Too bad!"
16136,53,3,9,"Lily: Barney, put it away."
16137,53,3,9,Voice:...six...
16138,53,3,9,Barney: I will in... five...
16139,53,3,9,"Voice:... five, four..."
16140,53,3,9,Lily: You can slap him.
16141,53,3,9,Voice:...three...
16142,53,3,9,"Barney: What?! Wait, you..."
16143,53,3,9,Voice:...two...one.
16144,53,3,9,"(Marshall slaps Barney with all his might, Barney falls down)"
16145,53,3,9,"Marshall: That's three! Thanks, baby, you're the best. And as a special, added bonus, I've composed a song just for this occasion. Ted, lights! (Marshall starts playing the piano and singing) *What is this feelin' that's put you in your place a hot, red burnin' on the side of your face you feel the blood rush to your cheek. Tears start to fill your eyes and your lips are tremblin' but you can't speak,you're tryin', oh, you're tryin' not to cry! You just got sla-apped-oh, oh! Across the face, my friend-oh, oh, oh! You just got slapped. Yes, that really just happened. Everybody saw it and everybody laughed and clapped, it was awesome. Wait,you just got... slapped. Happy Slapsgiving, everybody.*"
16146,53,3,9,"Bob is gone, the gang is in the kitchen"
16147,53,3,9,"Lily: Well, guys have fun."
16148,53,3,9,Ted: This is gonna be majoy cleaner.
16149,53,3,9,All: Major cleaner!
16150,53,3,9,"Marshall: Oh man, we're gonna be doing this all the time, now aren't we?"
16151,53,3,9,Robin: That's the general idea.
16152,53,3,9,All: General idea.
16153,54,3,10,"Kids, back to 2007, it seems like everyone belonged to these silly things called gyms. The idea was you'd pay them lots of money to run around and lift heavy things. Biggest rip-off in the world. And yet people fell for it. Including me."
16154,54,3,10,"Oh, hum, forgot my wallet."
16155,54,3,10,It started with one of those moments when you realize you're not as in shape as you want to be.
16156,54,3,10,That's further than it looks.
16157,54,3,10,Coupon's on my dresser.
16158,54,3,10,That's too far. Forget it.
16159,54,3,10,Please don't judge me.
16160,54,3,10,I wound up shame-eating the whole pizza.
16161,54,3,10,I woke up all greasy and sweaty.
16162,54,3,10,My sheets looked like what they wrap deli sandwiches in.
16163,54,3,10,Maybe I should join a gym.
16164,54,3,10,Do you go to a gym?
16165,54,3,10,"Well, I go to Total Rip Fitness, but I don't work out there."
16166,54,3,10,What do you do?
16167,54,3,10,I invest.
16168,54,3,10,There goes one of my investments now.
16169,54,3,10,"Cheryl, hard work's paying off. Keep up the good work."
16170,54,3,10,So your investments... are women?
16171,54,3,10,"Women who, how shall I put this delicately?"
16172,54,3,10,They fat.
16173,54,3,10,"So, I come here, give them lots of attention now."
16174,54,3,10,"Then when they get hot, who's the first guy they run to?"
16175,54,3,10,The one who invested in them when they weren't.
16176,54,3,10,"Wow, I can't decide if I'm thoroughly disgusted or really, really impressed."
16177,54,3,10,"Of course, not all investments pay dividends."
16178,54,3,10,"See the girl over there at the vending machine, Tonya."
16179,54,3,10,She is one Kit Kat away from junk bond status.
16180,54,3,10,"Hey, Barney."
16181,54,3,10,"Becky, elliptical machine's really working for you. Nice stuff."
16182,54,3,10,That one's going to reward shareholders soon.
16183,54,3,10,I foresee aggressive growth in my future.
16184,54,3,10,What up?
16185,54,3,10,"Wow, that makes me want to join a gym."
16186,54,3,10,So I can get super strong and punch you really hard in the face.
16187,54,3,10,"Yes, we should all do it."
16188,54,3,10,"Yeah, let's all punch Barney in the face."
16189,54,3,10,we might as well take it off together.
16190,54,3,10,Or we could just stop drinking beer.
16191,54,3,10,No.
16192,54,3,10,I say we join a gym.
16193,54,3,10,Are you Marshall?
16194,54,3,10,"Hi, I'm Trish. I'm the trainer you signed up for."
16195,54,3,10,"Oh, hi."
16196,54,3,10,"Really great to meet you, Trish."
16197,54,3,10,"It's a pleasure. Marshall, can I talk to you for a second?"
16198,54,3,10,"Yeah, sweetie, I think she is..."
16199,54,3,10,may be just a little too hot to be your trainer.
16200,54,3,10,I get it.
16201,54,3,10,"I mean, I see what you're worried about."
16202,54,3,10,But this is just about me taking care of myself.
16203,54,3,10,You'll always be my sugar.
16204,54,3,10,"So, Marshall, are you ready to make a commitment to your body?"
16205,54,3,10,"Please, I'm all about committing to my body."
16206,54,3,10,I'll drive to Vermont and have a commitment ceremony to my body if you want.
16207,54,3,10,That was a weird thing to say.
16208,54,3,10,All right.
16209,54,3,10,Start with 100 push-ups.
16210,54,3,10,"All right, cool. How many do you want me to do?"
16211,54,3,10,A hundred.
16212,54,3,10,"Oh, I thought that was a figure of speech, 100 push-ups, like, do a bazillion push-ups. No one can do 100."
16213,54,3,10,Do you smell that?
16214,54,3,10,No.
16215,54,3,10,It smells like there's a little bitch in my gym.
16216,54,3,10,Are you being a little bitch in my gym?
16217,54,3,10,No.
16218,54,3,10,Then get on the floor and give me 100!
16219,54,3,10,You don't have to yell at me.
16220,54,3,10,I love it here.
16221,54,3,10,It's just normal women who want to get in shape.
16222,54,3,10,"I don't have to put on makeup, do my hair, wear some trendy outfit."
16223,54,3,10,"Yeah, this place is great. We're meeting our friend Robin here."
16224,54,3,10,I hope you don't hate her. She's pretty hot.
16225,54,3,10,Shut up.
16226,54,3,10,"Lily, tell him to shut up."
16227,54,3,10,"I'm sorry, lesbian prison guard, do we know each other?"
16228,54,3,10,"Ted, Lily, you'll never believe what just happened."
16229,54,3,10,"Oh, hey, dude, I'm Barney."
16230,54,3,10,So I was at the smoothie bar...
16231,54,3,10,What can I get you?
16232,54,3,10,"Oh, my God, Rhonda?"
16233,54,3,10,It's Barney.
16234,54,3,10,Barney Stinson from Staten Island Boulevard.
16235,54,3,10,"Hey, Barney Stinson from Staten Island Boulevard. What can I get you?"
16236,54,3,10,I can't believe she didn't remember me.
16237,54,3,10,Why? Who is she?
16238,54,3,10,That's Rhonda.
16239,54,3,10,I lost my virginity to her.
16240,54,3,10,"Baby, are you still sore?"
16241,54,3,10,"Trish made me do 70 push-ups, but she only gave me credit for ten."
16242,54,3,10,"Then she had me do 100 sit-ups and then she made me cry, using only her words."
16243,54,3,10,It just doesn't add up.
16244,54,3,10,How could Rhonda not remember me?
16245,54,3,10,"Well, maybe it wasn't that good for her. I mean, it was your first time."
16246,54,3,10,"Ted, it's me."
16247,54,3,10,I rocked her world.
16248,54,3,10,"You don't believe me? Okay, story time."
16249,54,3,10,The year was 1998.
16250,54,3,10,I'd been going out with Shannon since freshman year of college.
16251,54,3,10,We were saving ourselves.
16252,54,3,10,"So when we broke up there I was, 23 and still a virgin."
16253,54,3,10,I knew nothing about girls.
16254,54,3,10,So I went to the guy who knew everything about girls my brother James.
16255,54,3,10,"Wait, your gay brother James?"
16256,54,3,10,"Yeah, this was before he was gay."
16257,54,3,10,"Barney... Barney, you need to find a girl and have s*x with her ASAP."
16258,54,3,10,That is what dudes do after a breakup.
16259,54,3,10,"I know. I want to, but..."
16260,54,3,10,I guess I'm just scared.
16261,54,3,10,Of course you're scared. It's gross.
16262,54,3,10,The thought of doing that with a woman...
16263,54,3,10,But it's part of being a guy.
16264,54,3,10,Try thinking about baseball.
16265,54,3,10,Somehow I imagine those players on the field and it's over a lot faster.
16266,54,3,10,But I don't know the first thing about seducing a woman.
16267,54,3,10,What do you...? How do you...? Where do you...?
16268,54,3,10,Stop. Don't overthink it.
16269,54,3,10,You don't want to get the yips.
16270,54,3,10,The yips?
16271,54,3,10,"Yeah, when you overthink simple things so much that you can't do them at all."
16272,54,3,10,The yips.
16273,54,3,10,"Yeah, it happens to athletes all the time."
16274,54,3,10,Like the second baseman who suddenly can't throw to first or the figure skater who does a perfect triple toe loop and then loses it on the arabesque.
16275,54,3,10,I've actually really been getting into figure skating lately.
16276,54,3,10,"But, James..."
16277,54,3,10,what woman's going to have s*x with me?
16278,54,3,10,It's not like I'm a Backstreet Boy.
16279,54,3,10,The Man Maker.
16280,54,3,10,"Rhonda ""Man Maker"" French was our mom's friend from down the street."
16281,54,3,10,Got any kings?
16282,54,3,10,Go fish.
16283,54,3,10,"So, Patty, know that new paperboy?"
16284,54,3,10,"I let him throw one into my hedges, if you know what I mean."
16285,54,3,10,Did you see that new guy who cleans my pool?
16286,54,3,10,"I let him snake my drain, if you know what I mean."
16287,54,3,10,You know that Chinese food delivery boy?
16288,54,3,10,I had s*x with him.
16289,54,3,10,I don't have a funny way of saying it yet. It just happened 20 minutes ago.
16290,54,3,10,Of course.
16291,54,3,10,The Man Maker.
16292,54,3,10,"And it'll be easier too, 'cause she knows me so well."
16293,54,3,10,"Hi, Barry."
16294,54,3,10,Barney.
16295,54,3,10,"Hi, Ms. French. I know we haven't seen each other for a while, but if there was any chance... Oh, boy."
16296,54,3,10,You just rocked my world.
16297,54,3,10,That was the best s*x I ever had.
16298,54,3,10,That was the night I was born.
16299,54,3,10,"I rose like a phoenix from her mentholated bosom and strode into the world, Armani clad and fully awesome."
16300,54,3,10,"God, please let me stop!"
